id,name,manufacturer,manufacturerID,type,H,S,A,B,C28,C70,retention,USPtype,phase
609,Syncronis C8,Thermo/Hypersil,51,B,0.84,-0.024,-0.227,0.01,-0.058,0.116,7.99,L7,C8
610,Syncronis aQ,Thermo/Hypersil,51,EP,0.984,-0.004,-0.1,-0.038,0.066,1.077,10.2,L60,EP
611,Syncronis Phenyl,Thermo/Hypersil,51,phenyl,0.75,-0.082,-0.32,0.008,-0.031,0.176,6.36,L11,Phenyl
612,Hypersil GOLD C4,Thermo/Hypersil,51,B,0.705,-0.003,-0.285,0.026,0.11,0.235,2.19,L26,C4
613,Hypersil GOLD Phenyl,Thermo/Hypersil,51,phenyl,0.65,-0.091,-0.362,0.03,0.161,0.416,2,L11,Phenyl
614,Hypersil GOLD CN,Thermo/Hypersil,51,CN,0.397,-0.035,-0.886,-0.019,-0.069,0.66,0.75,L10,CN
615,Accucore XL C18,Thermo/Hypersil,51,B,1.089,0.059,0.051,-0.038,0.086,0.384,5.22,L1,C18
616,Accucore XL C8,Thermo/Hypersil,51,B,0.926,0.02,-0.161,-0.001,0.02,-0.432,4.63,L7,C8
617,Accucore C18,Thermo/Hypersil,51,B,1.092,0.054,0.055,-0.04,0.072,0.095,6.5,L1,C18
618,Accucore C8,Thermo/Hypersil,51,B,0.924,0.015,-0.084,-0.003,0.002,0.186,5.2,L7,C8
619,Accucore C30,Thermo/Hypersil,51,B,0.978,-0.02,-0.143,-0.002,0.321,0.462,4.52,L62,C30
620,Accucore 150-C18,Thermo/Hypersil,51,B,1.027,0.046,-0.037,-0.009,0.2,0.171,4.45,L1,C18
621,Accucore 150-C4,Thermo/Hypersil,51,B,0.738,-0.008,-0.309,0.023,0.13,0.224,2.17,L26,C4
622,Accucore aQ,Thermo/Hypersil,51,EP,1.071,0.05,0.002,-0.059,0.06,0.508,5.46,L60,EP
623,Accucore Phenyl-X,Thermo/Hypersil,51,phenyl,0.781,-0.103,-0.554,0.044,-0.294,-0.082,3.64,L11,Phenyl
624,Accucore Phenyl-Hexyl,Thermo/Hypersil,51,phenyl,0.786,-0.047,-0.223,0.006,0.055,0.574,3.6,L11,Phenyl
625,Accucore PFP,Thermo/Hypersil,51,F,0.729,-0.098,-0.249,-0.036,0.873,1.655,3.22,L43,F
626,Accucore RP-MS,Thermo/Hypersil,51,B,1,0.024,-0.015,-0.006,0.027,0.057,6.2,,
627,Accucore Polar Premium,Thermo/Hypersil,51,EP,0.871,0.103,-0.567,0.217,-0.207,0.787,5.6,L60,EP
628,Acclaim C30,Thermo/Hypersil,51,B,0.973,-0.022,-0.126,0.004,0.353,0.32,5.52,L62,C30
629,Acclaim Phenyl-1,Thermo/Hypersil,51,phenyl,0.689,-0.15,-0.548,0.068,0.013,0.15,4.27,L11,Phenyl
630,Ascentis Express F5,Supelco,24,F,0.721,-0.124,0.067,-0.074,1.059,1.839,3.25,L43,F
631,Ascentis Express 5 F5,Supelco,24,F,0.711,-0.118,-0.097,-0.067,1.056,1.705,2.85,L43,F
632,Ascentis Express 5 C18,Supelco,24,B,1.125,0.053,0.053,-0.05,0.084,0.197,6.56,L1,C18
633,Halo 5 C8,Advanced Materials Technology,26,B,0.92,0.017,-0.118,-0.002,-0.002,0.205,4.6,L7,C8
634,Halo 5 Phenyl-Hexyl,Advanced Materials Technology,26,B,0.799,-0.091,-0.295,-0.004,0.115,0.429,3.29,L11,Phenyl
635,Ascentis Express ES-CN,Supelco,24,CN,0.565,-0.098,-0.415,0.014,0.031,1.043,1.88,L10,CN
636,Halo 5 ES-CN,Advanced Materials Technology,26,B,0.558,-0.102,-0.492,0.012,0.081,0.967,1.61,L10,CN
637,Poroshell 120 EC-C18,Agilent Technologies,1,B,1.023,0.008,-0.13,-0.004,0.161,0.123,6.92,L1,C18
638,Poroshell 120 EC-C8,Agilent Technologies,1,B,0.877,0.011,-0.232,0.023,0.127,0.09,4.84,L7,C8
639,Poroshell 120 EC-CN,Agilent Technologies,1,CN,0.421,-0.057,-0.476,0.002,0.045,0.87,0.95,L10,CN
640,Poroshell 120 Phenyl-Hexyl,Agilent Technologies,1,phenyl,0.752,-0.083,-0.394,0.018,0.136,0.14,3.59,L11,Phenyl
641,Poroshell 120 Bonus-RP,Agilent Technologies,1,EP,0.686,-0.03,-0.573,0.18,-0.67,-0.017,3.98,L60,EP
642,Poroshell 120 SB-C18,Agilent Technologies,1,B,0.956,-0.041,0.168,0.025,0.21,0.763,5.44,L1,C18
643,Poroshell 120 SB-C8,Agilent Technologies,1,B,0.726,-0.087,0.068,0.044,0.087,0.807,3.56,L7,C8
644,Poroshell 120 SB-AQ,Agilent Technologies,1,EP,0.581,-0.12,-0.133,0.051,-0.014,0.67,2.15,L60,EP
645,Titan C18,Supelco,24,C18,1.011,0.004,-0.084,-0.047,-0.052,0.088,10.11,L1,C18
646,Cosmosil piNap,Nacalai Tesque,10,phenyl,0.665,-0.176,-0.258,0.034,0.188,0.789,3.48,L11,phenyl
647,Cosmosil 5PYE,Nacalai Tesque,10,Other,0.671,-0.271,-0.283,0.092,0.521,1.318,3.81,,Other
648,Excel SuperC18,ACT,23,C18,0.997,-0.003,-0.201,-0.013,0.03,0.009,9.92,L1,C18
649,Excel CN-ES,ACT,23,CN,0.811,-0.005,-0.429,-0.01,-0.052,0.153,3.74,L10,CN
650,Excel C18-Amide,ACT,23,EP,0.791,0.023,-0.489,0.199,-0.06,0.176,5.86,,EP
651,UltraCore SuperPhenylHexyl,ACT,23,phenyl,0.809,-0.074,-0.347,-0.014,-0.014,-0.007,3.7,L11,phenyl
652,Ultracore SuperC18,ACT,23,B,1.093,0.03,-0.111,-0.05,-0.029,0.028,6.92,L1,C18
653,Flare C18,Diamond Analytics,53,Other,0.806,-0.073,-0.47,0.841,-1.48,2.41,0.75,,Other
654,Cosmicsil Agate RP C8,Genius Technologies,,B,0.846,-0.008,-0.178,0.022,0.034,0.262,7.16,L7,C8
655,Cosmicsil APT C18,Genius Technologies,,B,1.023,0.004,-0.064,-0.007,0.135,0.196,10.43,L1,C18
656,Cosmicsil Glory C18,Genius Technologies,,B,1.001,0.007,-0.17,0.003,0.172,0.222,9.38,L1,C18
657,Cosmicsil Abra C18,Genius Technologies,,B,0.81,0.031,-0.482,0.214,-0.178,0.139,8.16,L1,C18
658,Cosmicsil Agate RP C18,Genius Technologies,,B,1.021,0.017,-0.007,-0.007,0.185,0.23,10.61,L1,C18
659,Kinetex Biphenyl 100A,Phenomenex,11,phenyl,0.697,-0.173,-0.583,0.034,0.122,0.817,2.63,L11,Phenyl
660,Aeris WIDEPORE XB-C8,Phenomenex,11,B,0.788,-0.038,-0.169,0.073,-0.042,0.518,1.23,L7,C8
661,Aeris WIDEPORE XB-C18,Phenomenex,11,B,0.934,-0.032,-0.134,0.068,0.073,0.36,1.81,L1,C18
662,Aeris WIDEPORE XB-C4,Phenomenex,11,B,0.699,-0.021,-0.31,0.017,0.084,0.195,0.91,L26,C4
663,Aeris PEPTIDE XB-C18,Phenomenex,11,B,0.992,-0.021,-0.095,0.016,0.071,0.314,5.65,L1,C18
664,Primesep A,SIELC,54,Other,0.57,-0.199,0.057,0.032,2.732,2.6,1.57,,Other
665,Primesep B,SIELC,54,Other,0.497,-0.004,0.034,0.584,-1.869,-1.357,0.91,,Other
666,Primesep C,SIELC,54,Other,0.513,-0.146,-0.265,0.124,1.038,1.547,1.85,,Other
667,Cortecs C18,Waters,17,B,1.075,0.043,-0.108,-0.037,0.063,0.035,6.39,L1,C18
668,Cortecs C18+,Waters,17,B,1.037,-0.005,0.175,0.026,-0.033,0.537,6.54,L1,C18
669,Sunshell RP-AQUA,Chromanik,55,C28,0.898,-0.04,-0.272,0.013,0.127,0.095,4.02,L62,C28
670,Sunshell C18,Chromanik,55,B,1.086,0.028,-0.124,-0.056,-0.043,-0.084,7.79,L1,C18
671,Sunshell Phenyl,Chromanik,55,phenyl,0.813,-0.076,-0.323,-0.017,-0.061,-0.09,4.161,L11,Phenyl
672,Sunshell C8,Chromanik,55,B,0.907,0.007,-0.235,-0.028,-0.065,-0.126,4.7,L7,C8
673,Sunshell PFP,Chromanik,55,fluoro,0.663,-0.176,0.14,-0.076,1.106,2.143,2.46,L43,F
674,Sunniest C8,Chromanik,55,B,0.845,0.005,-0.304,-0.002,0.036,-0.018,5.7,L7,C8
675,Sunniest PhE,Chromanik,55,phenyl,0.656,-0.085,-0.469,0.008,0.044,-0.022,3.24,L11,Phenyl
676,Sunniest RP-AQUA,Chromanik,55,C28,0.958,-0.024,-0.21,-0.008,0.142,0.098,8.49,L62,C28
677,Sunniest C18,Chromanik,55,B,1.021,0.01,-0.169,-0.023,0.089,0.803,9.62,L1,C18
678,Sunniest PFP,Chromanik,55,fluoro,0.615,-0.15,-0.049,-0.04,1.1,1.8,2.97,L43,F
679,Kinetex EVO C18,Phenomenex,11,B,1.008,-0.006,-0.17,-0.024,-0.11,-0.01,4.38,L1,C18
680,Flare C18+,Diamond Analytics,53,Other,1.137,-0.31,0.73,0.97,-0.51,1.2,0.27,,Other
681,Primesil C8,Wesley Technologies Inc,56,B,0.857,-0.014,-0.2,0.018,-0.052,0.17,8.2,L7,C8
682,Primesil C18 5 micron,Wesley Technologies Inc,56,B,1.04,-0.002,-0.043,-0.013,0.015,0.15,12.4,L1,C18
683,Primesil C18 3 micron,Wesley Technologies Inc,56,B,1.02,0.025,-0.06,-0.001,0.014,0.12,9,L1,C18
684,Primesil ODS-P,Wesley Technologies Inc,56,EP,0.752,0.09,-0.67,0.042,-0.24,-0.015,8.7,L60,EP
685,Primesil C18-2,Wesley Technologies Inc,56,B,1,-0.004,-0.057,-0.006,0.109,0.18,10.3,L1,C18
686,Kinetex F5,Phenomenex,11,fluoro,0.725,-0.064,-0.32,-0.046,0.11,2.66,3.03,L43,F
687,Selectra Aqueous C18,UCT,57,B,0.78,-0.11,0.011,0.011,0.076,1.15,6.79,L60,EP
688,Selectra C18,UCT,57,B,1.05,0.032,0.006,-0.017,0.015,0.026,11.8,L1,C18
689,Selectra PFPP,UCT,57,fluoro,0.674,-0.081,-0.33,-0.033,0.43,1.26,4.63,L43,F
690,InertSustain AQ-C18,GL Sciences,27,B,0.939,-0.05,-0.23,0.001,-0.003,-0.095,10.7,L1,C18
691,InertSustain Phenylhexyl,GL Sciences,27,phenyl,0.743,-0.043,-0.37,-0.015,-0.109,-0.204,5.92,L11,Phenyl
692,InertSustainSwift C18,GL Sciences,27,B,0.882,-0.013,-0.31,-0.001,0.13,0.074,4.74,L1,C18
693,Poroshell 120 HPH C8,Agilent Technologies,1,B,0.887,0.01,-0.25,0.008,-0.019,-0.073,4.18,L7,C8
694,Poroshell 120 HPH C18,Agilent Technologies,1,B,1.029,0.005,-0.14,-0.014,0.073,-0.004,6.1,L1,C18
695,Poroshell 120 PFP,Agilent Technologies,1,fluoro,0.63,-0.059,-0.46,0.015,-0.038,0.741,2.88,L43,F
696,Ascentis Express Biphenyl,Supelco,24,phenyl,0.702,-0.177,-0.23,0.031,0.208,0.923,2.43,L11,phenyl
697,Acquity UPLC BEH C18,Waters,17,B,1,0.028,-0.366,0.007,0.142,0.088,6.4,L1,C18
698,Acquity UPLC CSH C18,Waters,17,EP,0.968,0,-0.355,0.199,0.065,0.157,6.1,L60,EP
699,YMC-Triart C8,YMC,18,B,0.83,-0.007,-0.317,-0.007,-0.023,-0.102,7.2,L7,C8
700,YMC-Triart C18 ExRS,YMC,18,B,1.17,0.063,-0.004,-0.096,-0.139,-0.254,18.4,L1,C18
701,YMC-Triart Phenyl,YMC,18,phenyl,0.723,-0.072,-0.376,-0.008,-0.021,-0.084,5.3,L11,phenyl
702,YMC-Triart PFP,YMC,18,fluoro,0.586,-0.182,-0.014,-0.045,0.363,1.36,3.8,L43,F
703,BIOshell A160 Peptide C18,Supelco,24,B,0.89,-0.059,0.25,0.024,0.177,0.819,3,L1,C18
704,BIOshell A400 Protein C18,Supelco,24,B,0.94,-0.052,-0.202,0.063,0.177,0.261,1.1,L1,C18
705,BIOshell A400 Protein C4,Supelco,24,B,0.704,0.005,-0.847,0.013,0.109,0.155,0.61,L26,C4
706,BIOshell A160 Peptide CN,Supelco,24,CN,0.481,-0.098,-0.353,0.028,0.076,0.838,0.9,L10,CN
707,Luna Omega C18,Phenomenex,11,B,0.976,-0.0029,-0.187,-0.0071,-0.018,0.005,9.6,L1,C18
708,Luna Omega Polar C18,Phenomenex,11,EP,0.86,-0.07,-0.158,0.02,0.0027,0.558,7.4,L60,EP
709,Luna Omega PS C18,Phenomenex,11,EP,0.901,-0.017,-0.273,0.011,-0.29,0.013,7.6,L60,EP
710,Halo AQ-C18,Advanced Materials Technology,26,B,1.002,-0.036,0.099,-0.048,0.156,0.864,6.7,L1,C18
711,Halo Biphenyl,Advanced Materials Technology,26,B,0.708,-0.183,-0.279,0.028,0.047,0.99,3.1,L11,phenyl
712,Svea C18,Nanologica,58,B,1.055,0.041,-0.054,-0.028,0.047,-0.031,11.2,L1,C18
713,Svea PheHex,Nanologica,58,phenyl,0.763,-0.09,-0.304,0.011,0.152,0.417,5.5,L11,phenyl
714,Svea C4,Nanologica,58,B,0.73,-0.002,-0.289,0.017,0.042,0.304,4.6,L26,C4
715,Kanak C18,Nanghavi Chromatography Solutions Ltd,59,B,1.055,0.041,-0.054,-0.028,0.047,-0.031,11.2,L1,C18
716,Kanak PheHex,Nanghavi Chromatography Solutions Ltd,59,phenyl,0.763,-0.09,-0.304,0.011,0.152,0.417,5.5,L11,phenyl
717,Kanak C4,Nanghavi Chromatography Solutions Ltd,59,B,0.73,-0.002,-0.289,0.017,0.042,0.304,4.6,L26,C4
718,Cortecs C8,Waters,17,B,0.882,0.02,-0.21,-0.007,0.028,0.047,4.5,L7,C8
719,Cortecs T3,Waters,17,B,0.954,-0.036,-0.16,0.016,0.15,0.19,5.2,L1,C18
720,Cortecs Phenyl,Waters,17,phenyl,0.764,-0.088,-0.31,0.009,0.042,0.59,3.3,L11,phenyl
721,Cortecs UPLC Shield RP18,Waters,17,EP,0.869,-0.023,-0.28,0.1,-0.19,0.096,4.9,L60,EP
722,Xbridge Protein BEH C4,Waters,17,B,0.546,-0.073,-0.21,0.043,0.007,0.12,0.85,L26,C4
723,BioResolve RP mAb,Waters,17,phenyl,0.586,-0.14,-0.49,0.058,0.18,0.25,0.39,L11,phenyl
724,Inertsil ODS-HL,GL Sciences,27,B,1.07,0.01,-0.037,-0.066,0.016,-0.013,16,L1,C18
725,InertSustainSwift C8,GL Sciences,27,B,0.785,-0.014,-0.32,0,0.07,0,3.7,L7,C8
726,InertSustain Cyano,GL Sciences,27,CN,0.445,-0.04,-0.37,-0.015,-0.077,0.83,1.6,L10,CN
727,Svea C8,Nanologica,58,B,0.873,0.014,-0.17,0.012,0.029,0.15,7.2,L7,C8
728,Svea PFP,Nanologica,58,fluoro,0.633,-0.085,-0.26,0.024,0.4,1.28,3.7,L43,F
729,Svea CN,Nanologica,58,CN,0.44,-0.046,-0.65,-0.01,0.01,0.82,1.6,L10,CN
730,Halo C30,Advanced Materials Technology,26,B,0.938,-0.046,-0.14,0.023,0.17,0.35,4.5,L62,C30
731,Ultimate LP-C18,Welch,60,B,0.913,-0.044,0.16,0.026,0.15,0.77,7.4,L1,C18
732,Ultimate Plus C18,Welch,60,B,0.979,-0.003,-0.12,0.015,0.16,0.17,6.3,L1,C18
733,Ultimate XS-C18,Welch,60,B,0.982,-0.009,0.45,-0.016,0.22,1.2,9.5,L1,C18
734,Ultimate Polar-RP,Welch,60,B,0.773,0.026,-0.43,0.19,-0.27,0.1,6.4,L60,EP
735,Ultimate PFP,Welch,60,fluoro,0.636,-0.1,-0.17,-0.023,0.45,1.1,3.4,L43,F
736,Ultimate XB-CN,Welch,60,CN,0.394,-0.074,-0.3,0.007,0.092,0.92,1.1,L10,CN
737,Ultisil LP-C18,Welch,60,B,0.916,-0.042,0.15,0.026,0.14,0.76,7.6,L1,C18
738,Ultisil Polar-RP,Welch,60,B,0.773,0.028,-0.44,0.19,-0.25,0.037,6.4,L60,EP
739,Primesil C8,Wesley Technologies Inc,56,B,0.858,0.009,-0.186,0.026,0.1,0.125,6.3,L7,C8
740,Flowrosil ODS,Wesley Technologies Inc,56,B,1.01,0.004,-0.121,0,0.162,0.142,9.5,L1,C18
741,Flowrosil C18 AQ,Wesley Technologies Inc,56,B,0.894,-0.04,-0.182,0.024,0.112,0.171,7.5,L1,C18
742,Flowrosil C8,Wesley Technologies Inc,56,B,0.857,0.001,-0.173,0.024,0.11,0.166,6.4,L7,C8
743,Targetsil C18 HPH,Wesley Technologies Inc,56,B,0.973,-0.014,-0.084,0.01,0.148,0.208,7.2,L1,C18
744,Targetsil C18 Polar,Wesley Technologies Inc,56,B,0.778,0.017,-0.463,0.185,-0.301,0.018,7,L1,C18
745,VDSpher PUR 100 C18-E,VDS Optilab,61,B,1.03,-0.0034,-0.0026,-0.016,0.01,0.15,13,L1,C18
746,VDSpher PUR 100 C18-H,VDS Optilab,61,B,0.809,-0.073,-0.14,0.015,0.033,0.97,7.8,L1,C18
747,VDSpher PUR 100 C18-M-SE,VDS Optilab,61,B,1.07,0.037,-0.044,-0.037,-0.06,0.022,13.1,L1,C18
748,VDSpher PUR 100 C18-M,VDS Optilab,61,B,0.903,-0.077,0.51,0.0002,0.12,1.51,10.2,L1,C18
749,Triart Bio C4,YMC,18,B,0.673,-0.015,-0.35,0.02,0.13,0.064,1.2,L26,C4
750,Shim-pack Arata C18,Shimadzu,32,B,0.782,0.032,-0.503,0.236,-0.52,0.079,7.6,L1,C18
751,Shim-pack Velox SP-C18,Shimadzu,32,B,0.983,-0.045,0.385,0.01,0.106,1.06,6.3,L1,C18
752,Shim-pack Velox C18,Shimadzu,32,B,1.1,0.051,0.101,-0.034,0.111,0.196,6.6,L1,C18
753,Shim-pack Velox Biphenyl,Shimadzu,32,B,0.707,-0.19,-0.244,0.046,0.063,1.07,3.2,L11,phenyl
754,Shim-pack Velox PFPP,Shimadzu,32,B,0.688,-0.13,0.116,-0.043,0.443,1.59,3,L43,F
755,Betasil C18,Thermo/Hypersil,51,B,1.063,0.033,0.034,-0.014,0.095,0.099,12.3,L1,C18
756,Acclaim Mixed-Mode HILIC-1,Thermo/Hypersil,51,B,0.517,-0.086,0,0.126,0.067,0.893,1.7,L60,EP
757,Acclaim Mixed-Mode WCX-1,Thermo/Hypersil,51,B,0.432,-0.099,-0.606,0.168,-0.156,0.99,1.5,L60,EP
758,Hypersil   ODS,Thermo/Hypersil,51,B,0.973,-0.051,-0.094,0.019,1.1,0.895,5.7,L1,C18
759,Betasil C8,Thermo/Hypersil,51,B,0.875,-0.0027,-0.164,0.031,0.084,0.076,8.1,L7,C8
760,Accucore Biphenyl,Thermo/Hypersil,51,B,0.706,-0.18,-0.317,0.025,0.077,0.727,3.3,L11,phenyl
761,YMC-Triart Bio C18,YMC,18,B,0.954,-0.0081,-0.139,0.011,0.261,0.21,3,L1,C18
762,Adamas C18-Select,SepaChrom,62,B,0.948,-0.066,0.422,0.006,0.131,1.201,12.1,L1,C18
763,Adamas C18-X-Bond,SepaChrom,62,B,1.038,0.013,0.095,-0.034,-0.053,0.639,12.4,L1,C18
764,Adamas C18-AQ,SepaChrom,62,B,0.847,-0.069,-0.162,0.011,-0.067,0.664,9.3,L1,C18
765,Adamas C18-Extreme,SepaChrom,62,B,1.051,0.022,-0.017,-0.03,0.037,0.167,12.7,L1,C18
766,Adamas C18-Classic,SepaChrom,62,B,1.006,-0.024,-0.101,-0.001,0.036,0.083,12.3,L1,C18
767,Robusta C18,SepaChrom,62,B,1.056,-0.002,0.025,-0.025,-0.019,0.203,13.7,L1,C18
768,Orosil C18-HC,Orochem,63,B,1.041,0.013,0.128,-0.02,-0.014,0.361,14.3,L1,C18
769,Orosil C18-ER,Orochem,63,B,0.907,-0.054,0.356,0.026,0.157,1.054,10.3,L1,C18
770,Gazelle C18,Orochem,63,B,1.01,0.018,0.049,-0.01,0.164,0.209,11.5,L1,C18
771,Orosil Polar C18,Orochem,63,B,1.021,-0.041,0.603,-0.017,0.291,1.369,13.1,L1,C18
772,Agilent 5 Prep C18 Scalar,Agilent Technologies,1,B,1.082,0.046,0.084,-0.037,0.075,0.018,12.6,L1,C18
773,SunShell Biphenyl,Chromanik,55,B,0.775,-0.11,-0.33,-0.0032,0.062,0.087,3.76,L11,phenyl
774,SunShell PFP&C18,Chromanik,55,B,0.887,-0.13,0.013,-0.073,-0.025,1.11,5.45,L11,phenyl
775,Sunniest Biphenyl,Chromanik,55,B,0.725,-0.11,-0.42,0.0081,0.111,0.059,4.33,L11,phenyl
776,Sunniest PFP&C18,Chromanik,55,B,0.857,-0.12,-0.08,-0.073,0.19,1.13,7.04,L11,phenyl
777,Halo LPH-C18,Advanced Materials Technology,26,B,0.99,-0.036,0.33,0.0055,0.106,1.02,6.2,L1,C18
778,Halo 90 A PCS C18,Advanced Materials Technology,26,B,0.933,0.005,-0.233,0.148,-0.254,0.055,5.6,L1,C18
779,Halo 90 A PCS Phenyl-Hexyl,Advanced Materials Technology,26,B,0.663,-0.076,-0.514,0.150,-0.260,0.304,2.9,L11,phenyl
780,Astra C18-HE,Chromservis,64,B,1.022,-0.009,-0.108,-0.008,0.037,0.144,12.7,L1,C18
781,Astra C18-BDS,Chromservis,64,B,0.970,-0.022,-0.042,0.013,0.201,0.311,6.5,L1,C18
782,C18-AQ,Chromservis,64,B,0.870,-0.063,-0.238,0.010,-0.065,0.410,9.8,L1,C18
783,Astra Phenyl-Hexyl HE,Chromservis,64,B,0.831,-0.089,-0.311,0.004,0.010,0.157,8.3,L11,phenyl
784,ChromCore C18,NanoChrom,65,B,0.988,0.014,-0.105,0.006,0.213,0.173,6.6,L1,C18
785,ChromCore 120 C18,NanoChrom,65,B,0.986,0.004,-0.110,-0.002,0.155,0.342,8.7,L1,C18
786,ChromCore AQ C18,NanoChrom,65,B,0.975,0.005,-0.051,0.008,0.193,0.208,6.2,L1,C18
787,ChromCore 300 C18,NanoChrom,65,B,0.962,0.005,-0.116,0.021,0.231,0.207,3.5,L1,C18
788,ChromCore AR C18,NanoChrom,65,B,0.857,-0.076,0.281,0.020,0.117,0.895,6.5,L1,C18
789,ChromCore BR C18,NanoChrom,65,B,0.976,0.037,-0.030,-0.006,0.266,0.270,4.7,L1,C18
790,ChromCore 120 C18-T,NanoChrom,65,B,0.987,0.029,0.210,-0.017,0.258,0.484,7.3,L1,C18
791,ChromCore Polar C18,NanoChrom,65,B,0.824,0.042,-0.310,0.184,-0.079,0.326,6.7,L1,C18
792,ChromCore T3,NanoChrom,65,B,0.953,-0.027,-0.166,0.019,0.173,0.142,8.2,L1,C18
